lat,rmse
-60.0,0.6171859799648612
-58.0,0.5899793303885212
-56.0,0.732470880829295
-54.0,0.8498885604102517
-52.0,1.0600498900515836
-50.0,1.397403792622106
-48.0,1.2627747309041057
-46.0,1.2023949546175436
-44.0,1.2733326767735471
-42.0,1.3889696509019445
-40.0,1.3535557196045156
-38.0,1.4185552851011836
-36.0,1.6543577050721083
-34.0,1.9450438930011118
-32.0,2.041937482496205
-30.0,1.8940653789868784
-28.0,1.9003156265137149
-26.0,1.7464285160907338
-24.0,1.6876948761141002
-22.0,1.5929297152481072
-20.0,1.536436733680929
-18.0,1.592255824702524
-16.0,1.9034440624524613
-14.0,1.808246814256988
-12.0,2.1591381868790434
-10.0,1.771653505000494
-8.0,1.7737508677989295
-6.0,1.9446825102139755
-4.0,2.0835580591608807
-2.0,2.3820632131302104
0.0,2.2491667673228757
2.0,3.5339345476915747
4.0,3.5216154998661504
6.0,3.2201304924004504
8.0,2.3776986980528445
10.0,1.8299622235721256
12.0,1.3127897977430203
14.0,1.1621830207415424
