lat,rmse
-60.0,0.614866233668759
-58.0,0.5893121290464238
-56.0,0.7326936054632576
-54.0,0.8521527967358967
-52.0,1.0642421895524723
-50.0,1.4074696445899595
-48.0,1.2642391661354757
-46.0,1.1999754034555157
-44.0,1.2698059224381668
-42.0,1.383486678178138
-40.0,1.3480099728737691
-38.0,1.4155229008960302
-36.0,1.6549792726983872
-34.0,1.9423889322741537
-32.0,2.037610105759181
-30.0,1.8904844007838988
-28.0,1.8967378616447161
-26.0,1.7356433447589106
-24.0,1.6755932634060475
-22.0,1.5847367692790637
-20.0,1.5241300632538248
-18.0,1.5673095687355674
-16.0,1.883694062886565
-14.0,1.8111404447784671
-12.0,2.1787673596408452
-10.0,1.7862430643305889
-8.0,1.777688207497594
-6.0,1.9567657479069511
-4.0,2.074159220053521
-2.0,2.3755893581594374
0.0,2.2525094378124937
2.0,3.513047748868695
4.0,3.487863882474711
6.0,3.241101002404873
8.0,2.39025436346305
10.0,1.8277384962077454
12.0,1.305817346954755
14.0,1.1732975175705516
