lat,rmse
-60.0,0.6278030523574284
-58.0,0.7104153026301968
-56.0,0.761465626659672
-54.0,0.8615118959575845
-52.0,1.0619258478391864
-50.0,1.2288597195487554
-48.0,1.1769599494917578
-46.0,1.1541012836111997
-44.0,1.1401211568461884
-42.0,1.2047824278429833
-40.0,1.2932845226526146
-38.0,1.5260460626301318
-36.0,1.560921501073531
-34.0,2.2057817679008247
-32.0,2.322972866870538
-30.0,2.4453709602382174
-28.0,2.345715175997811
-26.0,1.986806535116595
-24.0,1.5910307179086796
-22.0,1.3808213592399419
-20.0,1.1600221021800456
-18.0,1.1510765527352043
-16.0,1.3753226851008502
-14.0,1.1499550167160608
-12.0,1.3881023495868683
-10.0,1.458520201500455
-8.0,1.860127404615188
-6.0,3.108957230441897
-4.0,2.508502000446361
-2.0,3.275503210736278
0.0,2.9262318999834918
2.0,3.1820262106334103
4.0,3.479385160848074
6.0,3.3664147745401642
8.0,2.4969131046949156
10.0,2.1366581154896545
12.0,1.6626725765112147
14.0,1.3682177062673746
