lat,rmse
-60.0,0.5457852784039738
-58.0,0.5778789556571886
-56.0,0.6364577514480037
-54.0,0.7296694876841189
-52.0,0.8091298293584186
-50.0,1.104161651343277
-48.0,1.0289664657255673
-46.0,1.0003255562021705
-44.0,0.9938898131003531
-42.0,1.2025583719311346
-40.0,1.2084275862729352
-38.0,1.3797812147902173
-36.0,1.2833267267848953
-34.0,1.3555810917573532
-32.0,1.3831459117449378
-30.0,1.5308798342315058
-28.0,1.7088135408066083
-26.0,1.7014689889000314
-24.0,1.6709891874761367
-22.0,1.5441883888001184
-20.0,1.7167281015033193
-18.0,1.6637428561522314
-16.0,1.875717351442847
-14.0,1.7113825534054885
-12.0,1.8124795000192147
-10.0,1.6608773722801367
-8.0,1.6598899802855718
-6.0,1.57195885591795
-4.0,1.9520661260446752
-2.0,2.381217217328973
0.0,2.856095001609642
2.0,3.0995904574349153
4.0,3.7534203675662825
6.0,3.4787418078965233
8.0,2.7345546467990043
10.0,2.300329672659466
12.0,1.618606484247695
14.0,1.2962132653784249
